qid,text,answer,source,text_norm
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human10,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human11,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human12,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human13,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human14,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human15,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human16,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human17,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Spiritual,Human18,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human19,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human20,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human21,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human22,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human23,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human24,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human25,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human26,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human27,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_5_9,"During the past month, how often have you had trouble sleeping because you have pain?",Physical,Human28,"During the past month, how often have you had trouble sleeping because you have pain"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human01,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human02,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human03,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human04,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human05,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human06,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human07,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human08,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human09,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human10,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human11,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Emotional,Human12,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human13,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human14,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human15,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human16,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human17,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Spiritual,Human18,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human19,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human20,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human21,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human22,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human23,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human24,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human25,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human26,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human27,"During the past month, how would you rate your sleep quality overall"
PSS_6,"During the past month, how would you rate your sleep quality overall?",Physical,Human28,"During the past month, how would you rate your sleep quality overall"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human01,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human02,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human03,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human04,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human05,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human06,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human07,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human08,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human09,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human10,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human11,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Occupational,Human12,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human13,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human14,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human15,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human16,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human17,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Social,Human18,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human19,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human20,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human21,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human22,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human23,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human24,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human25,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human26,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human27,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_7,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?",Physical,Human28,"During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human01,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human02,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human03,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Social,Human04,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human05,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Social,Human06,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human07,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human08,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human09,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human10,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human11,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human12,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human13,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human14,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human15,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Environmental,Human16,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human17,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Emotional,Human18,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Environmental,Human19,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human20,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human21,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human22,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human23,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human24,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human25,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human26,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human27,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_8,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",Physical,Human28,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human01,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human02,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human03,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human04,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human05,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human06,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human07,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Spiritual,Human08,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human09,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human10,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Physical,Human11,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human12,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human13,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human14,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human15,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Occupational,Human16,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human17,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Spiritual,Human18,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Social,Human19,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Spiritual,Human20,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Physical,Human21,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human22,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Spiritual,Human23,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Physical,Human24,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human25,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human26,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human27,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PSS_9,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",Emotional,Human28,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Emotional,Human01,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Emotional,Human02,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human03,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Emotional,Human04,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human05,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human06,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human07,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human08,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human09,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human10,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human11,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human12,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human13,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human14,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human15,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human16,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human17,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Physical,Human18,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Occupational,Human19,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human20,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human21,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human22,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human23,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human24,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human25,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human26,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Spiritual,Human27,"For me, life has been a continuous process of learning, changing, and growth"
PWB_11,"For me, life has been a continuous process of learning, changing, and growth.",Intellectual,Human28,"For me, life has been a continuous process of learning, changing, and growth"
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Emotional,Human01,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Emotional,Human02,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human03,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Emotional,Human04,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human05,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Emotional,Human06,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human07,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human08,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human09,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human10,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Emotional,Human11,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Environmental,Human12,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human13,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human14,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human15,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human16,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Environmental,Human17,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Environmental,Human18,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Occupational,Human19,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human20,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human21,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human22,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human23,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human24,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Spiritual,Human25,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Intellectual,Human26,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Environmental,Human27,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_12,I think it is important to have new experiences that challenge how I think about myself and the world.,Environmental,Human28,I think it is important to have new experiences that challenge how I think about myself and the world
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Emotional,Human01,"People would describe me as a giving person, willing to share my time with others"
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Social,Human02,"People would describe me as a giving person, willing to share my time with others"
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Emotional,Human03,"People would describe me as a giving person, willing to share my time with others"
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Social,Human04,"People would describe me as a giving person, willing to share my time with others"
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Spiritual,Human05,"People would describe me as a giving person, willing to share my time with others"
PWB_13,"People would describe me as a giving person, willing to share my time with others.",Social,Human06,"People would describe me as a giving person, willing to share my time with others"
