qid,dataset,text,dimension_model,dimensions
PSS_3,HUMAN,"During the past month, what time have you usually gotten up in the morning?",human_25,['Physical']
PSS_3,HUMAN,"During the past month, what time have you usually gotten up in the morning?",human_26,['Physical']
PSS_3,HUMAN,"During the past month, what time have you usually gotten up in the morning?",human_27,['Physical']
PSS_3,HUMAN,"During the past month, what time have you usually gotten up in the morning?",human_28,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_01,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_02,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_03,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_04,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_05,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_06,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_07,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_08,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_09,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_10,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_11,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_12,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_13,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_14,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_15,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_16,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_17,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_18,['Emotional']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_19,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_20,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_21,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_22,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_23,['Spiritual']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_24,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_25,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_26,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_27,['Physical']
PSS_4,HUMAN,"During the past month, how many hours of actual sleep did you get at night?",human_28,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_01,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_02,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_03,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_04,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_05,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_06,['Emotional']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_07,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_08,['Environmental']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_09,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_10,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_11,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_12,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_13,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_14,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_15,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_16,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_17,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_18,['Spiritual']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_19,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_20,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_21,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_22,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_23,['Environmental']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_24,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_25,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_26,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_27,['Physical']
PSS_5_1,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",human_28,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_01,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_02,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_03,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_04,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_05,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_06,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_07,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_08,['Environmental']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_09,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_10,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_11,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_12,['Intellectual']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_13,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_14,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_15,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_16,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_17,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_18,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_19,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_20,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_21,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_22,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_23,['Environmental']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_24,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_25,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_26,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_27,['Physical']
PSS_5_2,HUMAN,"During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?",human_28,['Emotional']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_01,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_02,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_03,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_04,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_05,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_06,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_07,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_08,['Environmental']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_09,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_10,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_11,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_12,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_13,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_14,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_15,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_16,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_17,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_18,['Environmental']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_19,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_20,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_21,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_22,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_23,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_24,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_25,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_26,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_27,['Physical']
PSS_5_3,HUMAN,"During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",human_28,['Emotional']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_01,['Emotional']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_02,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_03,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_04,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_05,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_06,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_07,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_08,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_09,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_10,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_11,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_12,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_13,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_14,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_15,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_16,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_17,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_18,['Emotional']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_19,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_20,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_21,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_22,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_23,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_24,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_25,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_26,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_27,['Physical']
PSS_5_4,HUMAN,"During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",human_28,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_01,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_02,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_03,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_04,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_05,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_06,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_07,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_08,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_09,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_10,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_11,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_12,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_13,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_14,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_15,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_16,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_17,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_18,['Environmental']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_19,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_20,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_21,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_22,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_23,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_24,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_25,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_26,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_27,['Physical']
PSS_5_5,HUMAN,"During the past month, how often have you had trouble sleeping because you cough or snore loudly?",human_28,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_01,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_02,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_03,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_04,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_05,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_06,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_07,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_08,['Environmental']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_09,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_10,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_11,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_12,['Environmental']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_13,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_14,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_15,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_16,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_17,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_18,['Emotional']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_19,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_20,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_21,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_22,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_23,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_24,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_25,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_26,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_27,['Physical']
PSS_5_6,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too cold?",human_28,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_01,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_02,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_03,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_04,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_05,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_06,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_07,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_08,['Environmental']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_09,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_10,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_11,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_12,['Environmental']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_13,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_14,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_15,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_16,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_17,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_18,['Emotional']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_19,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_20,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_21,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_22,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_23,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_24,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_25,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_26,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_27,['Physical']
PSS_5_7,HUMAN,"During the past month, how often have you had trouble sleeping because you feel too hot?",human_28,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_01,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_02,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_03,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_04,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_05,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_06,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_07,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_08,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_09,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_10,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_11,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_12,['Intellectual']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_13,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_14,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_15,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_16,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_17,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_18,['Environmental']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_19,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_20,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_21,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_22,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_23,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_24,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_25,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_26,['Physical']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_27,['Emotional']
PSS_5_8,HUMAN,"During the past month, how often have you had trouble sleeping because you have bad dreams?",human_28,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_01,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_02,['Physical']
