qid,text,Emotional,Environmental,Financial,Intellectual,Occupational,Physical,Social,Spiritual
PWS_20,I am uncertain about my ability to do things well in the future.,8,7,5,2,4,1,3,6
PWS_20,I am uncertain about my ability to do things well in the future.,4,1,5,8,6,2,3,7
PWS_20,I am uncertain about my ability to do things well in the future.,2,0,0,3,1,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,3,0,1,0,0,0,2,0
PWS_20,I am uncertain about my ability to do things well in the future.,4,2,5,7,6,3,1,8
PWS_20,I am uncertain about my ability to do things well in the future.,3,0,0,2,1,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,5,0,2,4,3,0,0,1
PWS_20,I am uncertain about my ability to do things well in the future.,0,0,0,1,0,0,0,2
PWS_20,I am uncertain about my ability to do things well in the future.,2,0,0,3,1,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,4,1,5,8,6,2,3,7
PWS_20,I am uncertain about my ability to do things well in the future.,3,0,0,1,0,0,2,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,2,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,3,1,0,2,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,4,0,0,0,3,2,1,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,2,3,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,2,0,0,0,0,0,0,1
PWS_20,I am uncertain about my ability to do things well in the future.,3,0,0,2,1,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,0,0,0,2,1,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,2,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,4,0,1,3,2,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,8,7,5,2,4,1,3,6
PWS_20,I am uncertain about my ability to do things well in the future.,0,0,0,1,0,0,0,2
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,2,0,0,0,0,0,0,1
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,2
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,2,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,4,2,5,7,6,3,1,8
PWS_20,I am uncertain about my ability to do things well in the future.,3,0,1,0,0,0,2,0
PWS_20,I am uncertain about my ability to do things well in the future.,5,0,2,4,3,0,0,1
PWS_20,I am uncertain about my ability to do things well in the future.,0,1,0,3,2,0,0,0
PWS_20,I am uncertain about my ability to do things well in the future.,1,0,0,0,0,0,0,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,4,2,5,6,7,1,3,8
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,2,1,0,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,0,0,1,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,8,3,7,6,4,2,5,1
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,2,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,3,2,0,0,1,0,4,0
PWS_21,My family has been available to support me in the past.,0,3,1,0,2,0,4,0
PWS_21,My family has been available to support me in the past.,1,0,2,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,2,0,1,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,2,0,1,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,2,0,0,0,1,0,3,0
PWS_21,My family has been available to support me in the past.,3,0,1,2,0,0,4,0
PWS_21,My family has been available to support me in the past.,0,0,1,0,4,2,0,3
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,4,7,5,6,1,2,8,3
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,2,1,0,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,2,1
PWS_21,My family has been available to support me in the past.,2,0,1,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,3,2,0,0,1,0,4,0
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,3,0,1,2,0,0,4,0
PWS_21,My family has been available to support me in the past.,1,0,2,0,0,0,3,0
PWS_21,My family has been available to support me in the past.,0,3,1,0,2,0,4,0
PWS_21,My family has been available to support me in the past.,2,0,0,0,1,0,3,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,4,2,5,6,7,1,3,8
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,2,0,0,0,0,0,1,0
PWS_21,My family has been available to support me in the past.,0,0,1,0,4,2,0,3
PWS_21,My family has been available to support me in the past.,0,0,1,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,8,3,7,6,4,2,5,1
PWS_21,My family has been available to support me in the past.,4,7,5,6,1,2,8,3
PWS_21,My family has been available to support me in the past.,0,0,0,0,0,0,2,1
PWS_21,My family has been available to support me in the past.,1,0,0,0,0,0,2,0
PWS_21,My family has been available to support me in the past.,2,0,1,0,0,0,3,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,3,4,7,2,8,6,5
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,1,0,0,0,3,2,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,1,0,0,0,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,1,0,2,0,3,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,0,0,0,0,2,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,2,0,4,0,5,3,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,0,0,0,0,2,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,1,0,0,0,3,2,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",4,5,3,1,2,8,7,6
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,3,4,7,2,8,6,5
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,0,0,0,0,2,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",4,5,3,1,2,8,7,6
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,2,0,4,0,5,3,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",1,0,0,0,0,2,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,1,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,1,0,2,0,3,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,1,0,0,0,0,0
PWS_22,"Compared to people I know, my past physical health has been excellent.",0,0,0,0,0,2,1,0
PWS_23,I feel a sense of mission about my future.,2,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,2
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,0
PWS_23,I feel a sense of mission about my future.,3,1,0,0,2,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,0,0,1,0,0,2
PWS_23,I feel a sense of mission about my future.,0,0,0,1,3,0,0,2
PWS_23,I feel a sense of mission about my future.,1,2,0,0,3,0,0,4
PWS_23,I feel a sense of mission about my future.,1,0,0,2,3,0,0,4
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,2,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,1,0,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,2
PWS_23,I feel a sense of mission about my future.,8,5,6,1,7,3,2,4
PWS_23,I feel a sense of mission about my future.,4,0,1,2,3,0,0,5
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,1,3,2,0,0,4
PWS_23,I feel a sense of mission about my future.,4,3,6,2,8,5,7,1
PWS_23,I feel a sense of mission about my future.,5,6,2,4,1,3,7,8
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,2,0,0,0,3,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,1,0,0,2
PWS_23,I feel a sense of mission about my future.,2,0,0,0,3,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,5,6,2,4,1,3,7,8
PWS_23,I feel a sense of mission about my future.,4,3,6,2,8,5,7,1
PWS_23,I feel a sense of mission about my future.,0,0,1,3,2,0,0,4
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,0
PWS_23,I feel a sense of mission about my future.,4,0,1,2,3,0,0,5
PWS_23,I feel a sense of mission about my future.,8,5,6,1,7,3,2,4
PWS_23,I feel a sense of mission about my future.,0,0,0,0,2,0,0,1
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,2
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,1,2
PWS_23,I feel a sense of mission about my future.,0,0,0,1,0,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,1,2,0,0,3,0,0,4
PWS_23,I feel a sense of mission about my future.,2,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,1,0,0,0,0,0,0,2
PWS_23,I feel a sense of mission about my future.,1,0,0,2,3,0,0,4
PWS_23,I feel a sense of mission about my future.,3,1,0,0,2,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,1,2
PWS_23,I feel a sense of mission about my future.,0,0,0,1,3,0,0,2
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,0
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_23,I feel a sense of mission about my future.,0,0,0,0,0,0,0,1
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,1,0,0,2,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,3,0,4,2,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,3,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,1,2,8,7,6,5,3,4
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,3,6,1,7,2,0,5,4
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,2,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,2,0,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,2,0,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,3,2,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,1,0,2,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,7,4,1,8,3,5,2,6
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,3,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,3,0,4,2,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,1,0,2,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,3,2,0,1,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,2,0,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,2,0,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,2,0,3,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,1,0,0,2,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,3,6,1,7,2,0,5,4
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,2,1,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,0,0,0,1,0,0,0,0
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,1,2,8,7,6,5,3,4
PWS_24,The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).,7,4,1,8,3,5,2,6
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",6,7,4,5,2,1,3,8
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",0,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",0,0,0,1,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",3,0,0,1,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,1,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,7,4,6,8,5,1,3
PWS_25,"In the past, I hardly ever expected things to go my way.",2,1,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",8,2,4,5,3,1,7,6
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",6,3,2,1,5,0,0,4
PWS_25,"In the past, I hardly ever expected things to go my way.",2,1,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",8,2,4,5,3,1,7,6
PWS_25,"In the past, I hardly ever expected things to go my way.",6,7,4,5,2,1,3,8
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",0,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",6,3,2,1,5,0,0,4
PWS_25,"In the past, I hardly ever expected things to go my way.",0,0,0,1,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",3,0,0,1,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,0,0,0,0,1
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,2
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,1,0,0,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,0,0,1,0,0,0,0
PWS_25,"In the past, I hardly ever expected things to go my way.",2,7,4,6,8,5,1,3
PWS_25,"In the past, I hardly ever expected things to go my way.",1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,0,0,0,0,0,0,0,1
PWS_26,I will always be secure with who I am.,2,0,0,0,0,0,1,0
PWS_26,I will always be secure with who I am.,2,0,0,3,0,0,1,4
PWS_26,I will always be secure with who I am.,1,8,2,6,3,7,4,5
PWS_26,I will always be secure with who I am.,8,4,1,7,3,6,5,2
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,7,5,3,8,2,4,6,1
PWS_26,I will always be secure with who I am.,3,0,0,1,0,0,0,2
PWS_26,I will always be secure with who I am.,2,0,0,0,0,0,0,1
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,4,2,0,3,0,0,1,5
PWS_26,I will always be secure with who I am.,2,0,0,3,0,0,1,4
PWS_26,I will always be secure with who I am.,3,0,0,0,0,0,1,2
PWS_26,I will always be secure with who I am.,4,2,0,3,0,0,1,5
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,2,0,0,0,0,0,0,1
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,0,0,0,0,0,0,0,1
PWS_26,I will always be secure with who I am.,2,0,0,0,0,0,1,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,8,2,6,3,7,4,5
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,7,5,3,8,2,4,6,1
PWS_26,I will always be secure with who I am.,8,4,1,7,3,6,5,2
PWS_26,I will always be secure with who I am.,3,0,0,1,0,0,0,2
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,3,0,0,0,2
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,3,1,0,0,0,0,0,2
PWS_26,I will always be secure with who I am.,3,0,0,0,0,0,1,2
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,3,0,0,0,2
PWS_26,I will always be secure with who I am.,8,1,2,7,3,6,4,5
PWS_26,I will always be secure with who I am.,8,1,2,7,3,6,4,5
PWS_26,I will always be secure with who I am.,2,0,0,1,0,0,0,0
PWS_26,I will always be secure with who I am.,0,0,1,0,0,0,0,0
PWS_26,I will always be secure with who I am.,4,1,0,0,0,0,3,2
PWS_26,I will always be secure with who I am.,3,1,0,0,0,0,0,2
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_26,I will always be secure with who I am.,4,1,0,0,0,0,3,2
PWS_26,I will always be secure with who I am.,0,0,1,0,0,0,0,0
PWS_26,I will always be secure with who I am.,2,0,0,1,0,0,0,0
PWS_26,I will always be secure with who I am.,1,0,0,0,0,0,0,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",2,1,0,0,0,0,3,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",3,1,0,2,0,0,4,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",0,0,0,0,1,0,0,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",2,0,0,1,0,0,3,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",0,0,0,0,0,0,1,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",7,5,1,6,4,3,8,2
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
PWS_27,"In the past, I have not always had friends with whom I could share my joys and sorrows.",1,0,0,0,0,0,2,0
